date,close
2023/1/26,27362.75
2023/1/27,27382.56
2023/1/30,27433.4
2023/1/31,27327.11
2023/2/1,27346.88
2023/2/2,27402.05
2023/2/3,27509.46
2023/2/6,27693.65
2023/2/7,27685.47
2023/2/8,27606.46
2023/2/9,27584.35
2023/2/10,27670.98
2023/2/13,27427.32
2023/2/14,27602.77
2023/2/15,27501.86
2023/2/16,27696.44
2023/2/17,27513.13
2023/2/20,27531.94
2023/2/21,27473.1
2023/2/22,27104.32
2023/2/24,27453.48
2023/2/27,27423.96
2023/2/28,27445.56
2023/3/1,27516.53
2023/3/2,27498.87
2023/3/3,27927.47
2023/3/6,28237.78
2023/3/7,28309.16
2023/3/8,28444.19
2023/3/9,28623.15
2023/3/10,28143.97
2023/3/13,27832.96
2023/3/14,27222.04
2023/3/15,27229.48
2023/3/16,27010.61
2023/3/17,27333.79
2023/3/20,26945.67
2023/3/22,27466.61
2023/3/23,27419.61
2023/3/24,27385.25
2023/3/27,27476.87
2023/3/28,27518.25
2023/3/29,27883.78
2023/3/30,27782.93
2023/3/31,28041.48
2023/4/3,28188.15
2023/4/4,28287.42
2023/4/5,27813.26
2023/4/6,27472.63
2023/4/7,27518.31
2023/4/10,27633.66
2023/4/11,27923.37
2023/4/12,28082.7
2023/4/13,28156.97
2023/4/14,28493.47
2023/4/17,28514.78
2023/4/18,28658.83
2023/4/19,28606.76
2023/4/20,28657.57
2023/4/21,28564.37
2023/4/24,28593.52
2023/4/25,28620.07
2023/4/26,28416.47
2023/4/27,28457.68
2023/4/28,28856.44
2023/5/1,29123.18
2023/5/2,29157.95
2023/5/8,28949.88
2023/5/9,29242.82
2023/5/10,29122.18
2023/5/11,29126.72
2023/5/12,29388.3
2023/5/15,29626.34
2023/5/16,29842.99
2023/5/17,30093.59
2023/5/18,30573.93
2023/5/19,30808.35
2023/5/22,31086.82
2023/5/23,30957.77
2023/5/24,30682.68
2023/5/25,30801.13
2023/5/26,30916.31
2023/5/29,31233.54
2023/5/30,31328.16
2023/5/31,30887.88
2023/6/1,31148.01
2023/6/2,31524.22
2023/6/5,32217.43
2023/6/6,32506.78
2023/6/7,31913.74
2023/6/8,31641.27
2023/6/9,32265.17
2023/6/12,32434
2023/6/13,33018.65
2023/6/14,33502.42
2023/6/15,33485.49
2023/6/16,33706.08
2023/6/19,33370.42
2023/6/20,33388.91
2023/6/21,33575.14
2023/6/22,33264.88
2023/6/23,32781.54
2023/6/26,32698.81
2023/6/27,32538.33
2023/6/28,33193.99
2023/6/29,33234.14
2023/6/30,33189.04
2023/7/3,33753.33
2023/7/4,33422.52
2023/7/5,33338.7
2023/7/6,32773.02
2023/7/7,32388.42
2023/7/10,32189.73
2023/7/11,32203.57
2023/7/12,31943.93
2023/7/13,32419.33
2023/7/14,32391.26
2023/7/18,32493.89
2023/7/19,32896.03
2023/7/20,32490.52
2023/7/21,32304.25
2023/7/24,32700.94
2023/7/25,32682.51
2023/7/26,32668.34
2023/7/27,32891.16
2023/7/28,32759.23
2023/7/31,33172.22
2023/8/1,33476.58
2023/8/2,32707.69
2023/8/3,32159.28
2023/8/4,32192.75
2023/8/7,32254.56
2023/8/8,32377.29
2023/8/9,32204.33
2023/8/10,32473.65
2023/8/14,32059.91
2023/8/15,32238.89
2023/8/16,31766.82
2023/8/17,31626
2023/8/18,31450.76
2023/8/21,31565.64
2023/8/22,31856.71
2023/8/23,32010.26
2023/8/24,32287.21
2023/8/25,31624.28
2023/8/28,32169.99
2023/8/29,32226.97
2023/8/30,32333.46
2023/8/31,32619.34
2023/9/1,32710.62
2023/9/4,32939.18
2023/9/5,33036.76
2023/9/6,33241.02
2023/9/7,32991.08
2023/9/8,32606.84
2023/9/11,32467.76
2023/9/12,32776.37
2023/9/13,32706.52
2023/9/14,33168.1
2023/9/15,33533.09
2023/9/19,33242.59
2023/9/20,33023.78
2023/9/21,32571.03
2023/9/22,32402.41
2023/9/25,32678.62
2023/9/26,32315.05
2023/9/27,32371.9
2023/9/28,31872.52
2023/9/29,31857.62
2023/10/2,31759.88
2023/10/3,31237.94
2023/10/4,30526.88
2023/10/5,31075.36
2023/10/6,30994.67
2023/10/10,31746.53
2023/10/11,31936.51
2023/10/12,32494.66
2023/10/13,32315.99
2023/10/16,31659.03
2023/10/17,32040.29
2023/10/18,32042.25
2023/10/19,31430.62
2023/10/20,31259.36
2023/10/23,30999.55
2023/10/24,31062.35
2023/10/25,31269.92
2023/10/26,30601.78
2023/10/27,30991.69
2023/10/30,30696.96
2023/10/31,30858.85
2023/11/1,31601.65
2023/11/2,31949.89
2023/11/6,32708.48
2023/11/7,32271.82
2023/11/8,32166.48
2023/11/9,32646.46
2023/11/10,32568.11
2023/11/13,32585.11
2023/11/14,32695.93
2023/11/15,33519.7
2023/11/16,33424.41
2023/11/17,33585.2
2023/11/20,33388.03
2023/11/21,33354.14
2023/11/22,33451.83
2023/11/24,33625.53
2023/11/27,33447.67
2023/11/28,33408.39
2023/11/29,33321.22
2023/11/30,33486.89
2023/12/1,33431.51
2023/12/4,33231.27
2023/12/5,32775.82
2023/12/6,33445.9
2023/12/7,32858.31
2023/12/8,32307.86
2023/12/11,32791.8
2023/12/12,32843.7
2023/12/13,32926.35
2023/12/14,32686.25
2023/12/15,32970.55
2023/12/18,32758.98
2023/12/19,33219.39
2023/12/20,33675.94
2023/12/21,33140.47
2023/12/22,33169.05
2023/12/25,33254.03
2023/12/26,33305.85
2023/12/27,33681.24
2023/12/28,33539.62
2023/12/29,33464.17
2024/1/4,33288.29
2024/1/5,33377.42
2024/1/9,33763.18
2024/1/10,34441.72
2024/1/11,35049.86
2024/1/12,35577.11
2024/1/15,35901.79
2024/1/16,35619.18
2024/1/17,35477.75
2024/1/18,35466.17
2024/1/19,35963.27
2024/1/22,36546.95
2024/1/23,36517.57
2024/1/24,36226.48
2024/1/25,36236.47
2024/1/26,35751.07
2024/1/29,36026.94
2024/1/30,36065.86
2024/1/31,36286.71
2024/2/1,36011.46
2024/2/2,36158.02
2024/2/5,36354.16
2024/2/6,36160.66
2024/2/7,36119.92
2024/2/8,36863.28
2024/2/9,36897.42
2024/2/13,37963.97
2024/2/14,37703.32
2024/2/15,38157.94
2024/2/16,38487.24
2024/2/19,38470.38
2024/2/20,38363.61
2024/2/21,38262.16
2024/2/22,39098.68
2024/2/26,39233.71
2024/2/27,39239.52
2024/2/28,39208.03
2024/2/29,39166.19
2024/3/1,39910.82
2024/3/4,40109.23
2024/3/5,40097.63
2024/3/6,40090.78
2024/3/7,39598.71
2024/3/8,39688.94
2024/3/11,38820.49
2024/3/12,38797.51
2024/3/13,38695.97
2024/3/14,38807.38
2024/3/15,38707.64
2024/3/18,39740.44
2024/3/19,40003.6
2024/3/21,40815.66
2024/3/22,40888.43
2024/3/25,40414.12
2024/3/26,40398.03
2024/3/27,40762.73
2024/3/28,40168.07
2024/3/29,40369.44
2024/4/1,39803.09
2024/4/2,39838.91
2024/4/3,39451.85
2024/4/4,39773.14
2024/4/5,38992.08
2024/4/8,39347.04
2024/4/9,39773.13
2024/4/10,39581.81
2024/4/11,39442.63
2024/4/12,39523.55
2024/4/15,39232.8
2024/4/16,38471.2
2024/4/17,37961.8
2024/4/18,38079.7
2024/4/19,37068.35
2024/4/22,37438.61
2024/4/23,37552.16
2024/4/24,38460.08
2024/4/25,37628.48
2024/4/26,37934.76
2024/4/30,38405.66
2024/5/1,38274.05
2024/5/2,38236.07
2024/5/7,38835.1
2024/5/8,38202.37
2024/5/9,38073.98
2024/5/10,38229.11
2024/5/13,38179.46
2024/5/14,38356.06
2024/5/15,38385.73
2024/5/16,38920.26
2024/5/17,38787.38
2024/5/20,39069.68
2024/5/21,38946.93
2024/5/22,38617.1
2024/5/23,39103.22
2024/5/24,38646.11
2024/5/27,38900.02
2024/5/28,38855.37
2024/5/29,38556.87
2024/5/30,38054.13
2024/5/31,38487.9
2024/6/3,38923.03
2024/6/4,38837.46
2024/6/5,38490.17
2024/6/6,38703.51
2024/6/7,38683.93
2024/6/10,39038.16
2024/6/11,39134.79
2024/6/12,38876.71
2024/6/13,38720.47
2024/6/14,38814.56
2024/6/17,38102.44
2024/6/18,38482.11
2024/6/19,38570.76
2024/6/20,38633.02
2024/6/21,38596.47
2024/6/24,38804.65
2024/6/25,39173.15
2024/6/26,39667.07
2024/6/27,39341.54
2024/6/28,39583.08
2024/7/1,39631.06
2024/7/2,40074.69
2024/7/3,40580.76
2024/7/4,40913.65
2024/7/5,40912.37
2024/7/8,40780.7
2024/7/9,41580.17
2024/7/10,41831.99
2024/7/11,42224.02
2024/7/12,41190.68
2024/7/16,41275.08
2024/7/17,41097.69
2024/7/18,40126.35
2024/7/19,40063.79
2024/7/22,39599
2024/7/23,39594.39
2024/7/24,39154.85
2024/7/25,37869.51
2024/7/26,37667.41
2024/7/29,38468.63
2024/7/30,38525.95
2024/7/31,39101.82
2024/8/1,38126.33
2024/8/2,35909.7
2024/8/5,31458.42
2024/8/6,34675.46
2024/8/7,35089.62
2024/8/8,34831.15
2024/8/9,35025
2024/8/13,36232.51
2024/8/14,36442.43
2024/8/15,36726.64
2024/8/16,38062.67
2024/8/19,37388.62
2024/8/20,38062.92
2024/8/21,37951.8
2024/8/22,38211.01
2024/8/23,38364.27
2024/8/26,38110.22
2024/8/27,38288.62
2024/8/28,38371.76
2024/8/29,38362.53
2024/8/30,38647.75
2024/9/2,38700.87
2024/9/3,38686.31
2024/9/4,37047.61
2024/9/5,36657.09
2024/9/6,36391.47
2024/9/9,36215.75
2024/9/10,36159.16
2024/9/11,35619.77
2024/9/12,36833.27
2024/9/13,36581.76
2024/9/17,36203.22
2024/9/18,36380.17
2024/9/19,37155.33
2024/9/20,37723.91
2024/9/24,37940.59
2024/9/25,37870.26
2024/9/26,38925.63
2024/9/27,39829.56
2024/9/30,37919.55
2024/10/1,38651.97
2024/10/2,37808.76
2024/10/3,38552.06
2024/10/4,38635.62
2024/10/7,39332.74
2024/10/8,38937.54
2024/10/9,39277.96
2024/10/10,39380.89
2024/10/11,39605.8
2024/10/15,39910.55
2024/10/16,39180.3
2024/10/17,38911.19
2024/10/18,38981.75
2024/10/21,38954.6
2024/10/22,38411.96
2024/10/23,38104.86
2024/10/24,38143.29
2024/10/25,37913.92
2024/10/28,38605.53
2024/10/29,38903.68
2024/10/30,39277.39
2024/10/31,39081.25
2024/11/1,38053.67
2024/11/5,38474.9
2024/11/6,39480.67
2024/11/7,39381.41
2024/11/8,39500.37
2024/11/11,39533.32
2024/11/12,39376.09
2024/11/13,38721.66
2024/11/14,38535.7
2024/11/15,38642.91
2024/11/18,38220.85
2024/11/19,38414.43
2024/11/20,38352.34
2024/11/21,38026.17
2024/11/22,38283.85
2024/11/25,38780.14
2024/11/26,38442
2024/11/27,38134.97
2024/11/28,38349.06
2024/11/29,38208.03
2024/12/2,38513.02
2024/12/3,39248.86
2024/12/4,39276.39
2024/12/5,39395.6
2024/12/6,39091.17
2024/12/9,39160.5
2024/12/10,39367.58
2024/12/11,39372.23
2024/12/12,39849.14
2024/12/13,39470.44
2024/12/16,39457.49
2024/12/17,39364.68
2024/12/18,39081.71
2024/12/19,38813.58
2024/12/20,38701.9
2024/12/23,39161.34
2024/12/24,39036.85
2024/12/25,39130.43
2024/12/26,39568.06
2024/12/27,40281.16
2024/12/30,39894.54
2025/1/6,39307.05
2025/1/7,40083.3
2025/1/8,39981.06
2025/1/9,39605.09
2025/1/10,39190.4
2025/1/14,38474.3
2025/1/15,38444.58
2025/1/16,38572.6
2025/1/17,38451.46
2025/1/20,38902.5
2025/1/21,39027.98
2025/1/22,39646.25
2025/1/23,39958.87
2025/1/24,39931.98
2025/1/27,39565.8
2025/1/28,39016.87
2025/1/29,39414.78
2025/1/30,39513.97
2025/1/31,39572.49
2025/2/3,38520.09
2025/2/4,38798.37
2025/2/5,38831.48
2025/2/6,39066.53
2025/2/7,38787.02
2025/2/10,38801.17
2025/2/12,38963.7
2025/2/13,39461.47
2025/2/14,39149.43
2025/2/17,39174.25
2025/2/18,39270.4
2025/2/19,39164.61
2025/2/20,38678.04
2025/2/21,38776.94
2025/2/25,38237.79
2025/2/26,38142.37
2025/2/27,38256.17
2025/2/28,37155.5
2025/3/3,37785.47
2025/3/4,37331.18
2025/3/5,37418.24
2025/3/6,37704.93
2025/3/7,36887.17
2025/3/10,37028.27
2025/3/11,36793.11
2025/3/12,36819.09
2025/3/13,36790.03
2025/3/14,37053.1
2025/3/17,37396.52
2025/3/18,37845.42
2025/3/19,37751.88
2025/3/21,37677.06
2025/3/24,37608.49
2025/3/25,37780.54
2025/3/26,38027.29
2025/3/27,37799.97
2025/3/28,37120.33
2025/3/31,35617.56
2025/4/1,35624.48
2025/4/2,35725.87
2025/4/3,34735.93
2025/4/4,33780.58
2025/4/7,31136.58
2025/4/8,33012.58
2025/4/9,31714.03
2025/4/10,34609
2025/4/11,33585.58
2025/4/14,33982.36
2025/4/15,34267.54
2025/4/16,33920.4
2025/4/17,34377.6
2025/4/18,34730.28
2025/4/21,34279.92
2025/4/22,34220.6
2025/4/23,34868.63
2025/4/24,35039.15
2025/4/25,35705.74
2025/4/28,35839.99
2025/4/30,36045.38
2025/5/1,36452.3
2025/5/2,36830.69
2025/5/7,36779.66
2025/5/8,36928.63
2025/5/9,37503.33
2025/5/12,37644.26
2025/5/13,38183.26
2025/5/14,38128.13
2025/5/15,37755.51
2025/5/16,37753.72
2025/5/19,37498.63
2025/5/20,37529.49
2025/5/21,37298.98
2025/5/22,36985.87
2025/5/23,37160.47
2025/5/26,37531.53
2025/5/27,37724.11
2025/5/28,37722.4
2025/5/29,38432.98
2025/5/30,37965.1
2025/6/2,37470.67
2025/6/3,37446.81
2025/6/4,37747.45
2025/6/5,37554.49
2025/6/6,37741.61
2025/6/9,38088.57
2025/6/10,38211.51
2025/6/11,38421.19
2025/6/12,38173.09
2025/6/13,37834.25
2025/6/16,38311.33
2025/6/17,38536.74
2025/6/18,38885.15
2025/6/19,38488.34
2025/6/20,38403.23
2025/6/23,38354.09
2025/6/24,38790.56
2025/6/25,38942.07
2025/6/26,39584.58
2025/6/27,40150.79
2025/6/30,40487.39
2025/7/1,39986.33
2025/7/2,39762.48
2025/7/3,39785.9
2025/7/4,39810.88
2025/7/7,39587.68
2025/7/8,39688.81
2025/7/9,39821.28
2025/7/10,39646.36
2025/7/11,39569.68
2025/7/14,39459.62
2025/7/15,39678.02
2025/7/16,39663.4
2025/7/17,39901.19
2025/7/18,39819.11
2025/7/22,39774.92
2025/7/23,41171.32
2025/7/24,41826.34
2025/7/25,41456.23
2025/7/28,40998.27
2025/7/29,40674.55
2025/7/30,40654.7
2025/7/31,41069.82
2025/8/1,40799.6
2025/8/4,40290.7
2025/8/5,40549.54
2025/8/6,40794.86
2025/8/7,41059.15
2025/8/8,41820.48
2025/8/12,42718.17
2025/8/13,43274.67
2025/8/14,42649.26
2025/8/15,43378.31
2025/8/18,43714.31
2025/8/19,43546.29
2025/8/20,42888.55
2025/8/21,42610.17
2025/8/22,42633.29
2025/8/25,42807.82
2025/8/26,42394.4
2025/8/27,42520.27
2025/8/28,42828.79
2025/8/29,42718.47
2025/9/1,42188.79
2025/9/2,42310.49
2025/9/3,41938.89
2025/9/4,42580.27
2025/9/5,43018.75
2025/9/8,43643.81
2025/9/9,43459.29
2025/9/10,43837.67
2025/9/11,44372.5
2025/9/12,44768.12
2025/9/16,44902.27
2025/9/17,44790.38
2025/9/18,45303.43
2025/9/19,45045.81
2025/9/22,45493.66
2025/9/24,45630.31
2025/9/25,45754.93
2025/9/26,45354.99
2025/9/29,45043.75
2025/9/30,44932.63
2025/10/1,44550.85
2025/10/2,44936.73
2025/10/3,45769.5
2025/10/6,47944.76
2025/10/7,47950.88
2025/10/8,47734.99
2025/10/9,48580.44
2025/10/10,48088.8
2025/10/14,46847.32
2025/10/15,47672.67
2025/10/16,48277.74
2025/10/17,47582.15
2025/10/20,49185.5
2025/10/21,49316.06
2025/10/22,49307.79
2025/10/23,48641.61
2025/10/24,49299.65
2025/10/27,50512.32
2025/10/28,50219.18
2025/10/29,51307.65
2025/10/30,51325.61
2025/10/31,52411.34
2025/11/4,51497.2
2025/11/5,50212.27
2025/11/6,50883.68
2025/11/7,50276.37
2025/11/10,50911.76
2025/11/11,50842.93
2025/11/12,51063.31
2025/11/13,51281.83
2025/11/14,50376.53
2025/11/17,50323.91
2025/11/18,48702.98
2025/11/19,48537.7
2025/11/20,49823.94
2025/11/21,48625.88
2025/11/25,48659.52
2025/11/26,49559.07
2025/11/27,50167.1
2025/11/28,50253.91
2025/12/1,49303.28
2025/12/2,49303.45
2025/12/3,49864.68
2025/12/4,51028.42
2025/12/5,50491.87
2025/12/8,50581.94
2025/12/9,50655.1
2025/12/10,50602.8
2025/12/11,50148.82
2025/12/12,50836.55
2025/12/15,50168.11
2025/12/16,49383.29
2025/12/17,49512.28
2025/12/18,49001.5
2025/12/19,49507.21
2025/12/22,50402.39
2025/12/23,50412.87
2025/12/24,50344.1
2025/12/25,50407.79
2025/12/26,50750.39
